pl_name,pl_rade,pl_masse,pl_radj,pl_massj,pl_dens,st_dist,pl_disc,pl_telescope,pl_eqt,pl_discmethod,pl_facility,pl_mnum,pl_pelink,pl_edelink,pl_cbflag,pl_orbper,pl_pnum,ra,dec,st_spstr,st_age,pl_ratdor,st_rad,rowupdate
CoRoT-7 c,,8.40000,,0.02643,,153.70,2009,0.27 m CoRoT Telescope,,Radial Velocity,CoRoT,0,http://exoplanet.eu/catalog/corot-7_c/,,0,3.69800000,2,100.956125,-1.063033,G9 V,1.320,,0.82,2015-09-10
CoRoT-8 b,6.390,69.92000,0.570,0.22000,1.60000,380.00,2010,0.27 m CoRoT Telescope,,Transit,CoRoT,0,http://exoplanet.eu/catalog/corot-8_b/,http://exoplanets.org/detail/CoRoT-8_b,0,6.21229000,1,291.588518,1.426452,K1 V,3.000,17.600000,0.77,2014-05-14
CoRoT-9 b,11.770,266.97000,1.050,0.84000,0.90000,460.00,2009,0.27 m CoRoT Telescope,,Transit,CoRoT,0,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b,0,95.27380000,1,280.786712,6.204172,G3 V,,93.000000,0.94,2014-05-14
DENIS-P J082303.1-491201 b,,9057.77000,,28.50000,,20.77,2013,8.2 m ESO VLT UT1 Antu Telescope,,Astrometry,Paranal Observatory,0,,,0,246.36000000,1,125.763050,-49.200359,L1.5,1.000,,,2014-05-14
DH Tau b,,3496.00000,,11.00000,,140.00,2004,8.2 m Subaru Telescope,,Imaging,Subaru Telescope,0,http://exoplanet.eu/catalog/dh_tau_b/,,0,,1,67.423158,26.549520,M0.5,0.001,,0.27,2014-05-14
DP Leo b,,,,,,,2009,2.4 m Lijiang Station Telescope,,Eclipse Timing Variations,Yunnan Astronomical Observatory,0,http://exoplanet.eu/catalog/dp_leo_b/,,1,10220.00000000,1,169.316667,17.961417,,,,,2014-05-14
FU Tau b,,4993.10700,,15.71100,,,2008,0.85 m Spitzer Space Telescope,2375,Imaging,Spitzer Space Telescope,0,http://exoplanet.eu/catalog/fu_tau_b/,,0,,1,65.898908,25.049898,,,,,2014-05-14
Fomalhaut b,,,,,,7.69,2008,2.4 m Hubble Space Telescope,,Imaging,Hubble Space Telescope,0,http://exoplanet.eu/catalog/fomalhaut_b/,http://exoplanets.org/detail/Fomalhaut_b,0,555530.00000000,1,344.412689,-29.622236,A3 V,0.200,,,2015-11-19
GJ 1132 b,1.160,1.62000,0.103,0.00510,6.00000,12.04,2015,MEarth-South telescope array,409,Transit,Cerro Tololo Inter-American Observatory,0,,,0,1.62893000,1,153.715737,-47.156727,M4.5 V,5.000,16.000000,0.21,2015-11-12
GJ 1214 b,2.270,6.43000,0.203,0.02000,3.03000,,2009,0.4 m MEarth Telescope,,Transit,MEarth Project,0,http://exoplanet.eu/catalog/gj_1214_b/,http://exoplanets.org/detail/GJ_1214_b,0,1.58040482,1,258.828837,4.963920,M4.5,,14.710000,0.18,2014-10-29
GJ 15 A b,,,,,,3.57,2014,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gl_15_a_b/,http://exoplanets.org/detail/GJ_15_A_b,0,11.44330000,1,4.595356,44.022953,M2 V,,,0.39,2014-09-18
GJ 163 b,,,,,,14.97,2013,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_163_b/,http://exoplanets.org/detail/GJ_163_b,0,8.63100000,3,62.315273,-53.373699,M3.5 V,6.000,,,2014-05-14
GJ 163 c,,,,,,14.97,2013,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_163_c/,http://exoplanets.org/detail/GJ_163_c,0,25.60000000,3,62.315273,-53.373699,M3.5 V,6.000,,,2014-05-14
GJ 163 d,,,,,,14.97,2013,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_163_d/,http://exoplanets.org/detail/GJ_163_d,0,603.00000000,3,62.315273,-53.373699,M3.5 V,6.000,,,2014-05-14
GJ 179 b,,,,,,12.12,2009,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gl_179_b/,http://exoplanets.org/detail/GJ_179_b,0,2288.00000000,1,73.023865,6.476539,M3.5 V,,,0.38,2014-05-14
GJ 3021 b,,,,,,17.62,2000,1.2 m Leonhard Euler Telescope,350,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_3021_b/,http://exoplanets.org/detail/HD_1237_b,0,133.71000000,1,4.052823,-79.851181,G6 V,,,0.90,2014-05-14
GJ 317 b,,794.50000,,2.50000,,15.10,2007,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gj_317_b/,http://exoplanets.org/detail/GJ_317_b,0,692.00000000,1,130.246730,-23.456289,M2.5 V,5.000,,,2014-08-27
GJ 328 b,,,,,,20.03,2013,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/gj_328_b/,http://exoplanets.org/detail/GJ_328_b,0,4100.00000000,1,133.781754,1.546508,M1,,,,2014-05-14
GJ 3293 b,,,,,,,2015,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_3293_b/,http://exoplanets.org/detail/GJ_3293_b,0,30.60000000,2,67.148820,-25.169301,M2.5,,,0.40,2014-12-03
GJ 3293 c,,,,,,,2015,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_3293_d/,http://exoplanets.org/detail/GJ_3293_c,0,123.75000000,2,67.148820,-25.169301,M2.5,,,0.40,2014-12-03
GJ 3341 b,,,,,,,2015,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_3341_b/,http://exoplanets.org/detail/GJ_3341_b,0,14.20700000,1,78.944663,-31.295951,M2.5,,,0.44,2014-12-03
GJ 3470 b,3.880,13.73000,0.346,0.04300,1.18000,25.20,2012,3.6 m ESO Telescope,604,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_3470_b/,http://exoplanets.org/detail/GJ_3470_b,0,3.33664870,1,119.774349,15.391492,M1.5,2.500,13.940000,0.48,2014-07-23
GJ 3634 b,,8.40000,,0.02600,,19.80,2010,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_3634_b/,http://exoplanets.org/detail/GJ_3634_b,0,2.64561000,1,164.646242,-31.143989,M2.5,5.000,,0.43,2014-08-21
GJ 433 b,,,,,,9.04,2011,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_433_b/,http://exoplanets.org/detail/GJ_433_b,0,7.37090000,1,173.862289,-32.539970,M1.5,,,,2014-05-14
GJ 436 b,4.170,22.10000,0.372,0.07000,1.80000,10.23,2004,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gj_436_b/,http://exoplanets.org/detail/GJ_436_b,0,2.64388312,1,175.546219,26.706570,M2.5 V,,13.730000,0.46,2015-02-05
GJ 504 b,,1271.30000,,4.00000,,17.95,2013,8.2 m Subaru Telescope,510,Imaging,Subaru Telescope,0,http://exoplanet.eu/catalog/gj_504_b/,http://exoplanets.org/detail/GJ_504_b,0,,1,199.193817,9.424156,G0 V,0.160,,,2014-05-14
GJ 581 b,,,,,,6.27,2005,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gl_581_b/,http://exoplanets.org/detail/GJ_581_b,0,5.36860000,3,229.861771,-7.722280,M3 V,2.000,,0.29,2014-07-09
GJ 581 c,,,,,,6.27,2005,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gl_581_c/,http://exoplanets.org/detail/GJ_581_c,0,12.91400000,3,229.861771,-7.722280,M3 V,2.000,,0.29,2014-07-09
GJ 581 e,,,,,,6.27,2005,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gl_581_e/,http://exoplanets.org/detail/GJ_581_e,0,3.14900000,3,229.861771,-7.722280,M3 V,2.000,,0.29,2014-07-09
GJ 649 b,,,,,,10.32,2009,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gl_649_b/,http://exoplanets.org/detail/GJ_649_b,0,598.30000000,1,254.536880,25.744160,M0.5,,,,2014-05-14
GJ 667 C b,,,,,,6.80,2011,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_667c_b/,http://exoplanets.org/detail/GJ_667_C_b,0,7.20040000,5,259.745085,-34.996827,M1.5 V,2.000,,,2014-05-14
GJ 667 C c,,,,,,6.80,2011,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_667c_c/,http://exoplanets.org/detail/GJ_667_C_c,0,28.14000000,5,259.745085,-34.996827,M1.5 V,2.000,,,2014-05-14
GJ 667 C e,,,,,,6.80,2013,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_667c_e/,,0,62.24000000,5,259.745085,-34.996827,M1.5 V,2.000,,,2014-05-14
GJ 667 C f,,,,,,6.80,2013,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_667c_f/,,0,39.02600000,5,259.745085,-34.996827,M1.5 V,2.000,,,2014-05-14
GJ 667 C g,,,,,,6.80,2013,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_667c_g/,,0,256.20000000,5,259.745085,-34.996827,M1.5 V,2.000,,,2014-05-14
GJ 674 b,,,,,,4.54,2007,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_674_b/,http://exoplanets.org/detail/GJ_674_b,0,4.69380000,1,262.166443,-46.895191,M2.5,0.550,,,2014-05-14
GJ 676 A b,,,,,,16.13,2010,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_676a_b/,http://exoplanets.org/detail/GJ_676_A_b,0,1050.30000000,3,262.546692,-51.636978,M0 V,,,,2014-05-14
GJ 676 A d,,,,,,16.13,2012,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,,,0,3.60000000,3,262.546692,-51.636978,M0 V,,,,2014-05-14
GJ 676 A e,,,,,,16.13,2012,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,,,0,35.37000000,3,262.546692,-51.636978,M0 V,,,,2014-05-14
GJ 687 b,,,,,,4.53,2014,2.4 m Automated Planet Finder Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/gl_687_b/,,0,38.14000000,1,264.107910,68.339142,M3 V,,,0.42,2014-05-28
GJ 832 b,,,,,,4.94,2008,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/gj_832_b/,http://exoplanets.org/detail/GJ_832_b,0,3657.00000000,2,323.391571,-49.009006,M1.5,,,,2014-06-25
GJ 832 c,,,,,,4.94,2014,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/gj_832_c/,,0,35.68000000,2,323.391571,-49.009006,M1.5,,,,2014-06-25
GJ 849 b,,,,,,8.77,2006,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gj_849_b/,http://exoplanets.org/detail/GJ_849_b,0,1845.00000000,1,332.418121,-4.640729,M3 V,3.000,,,2014-08-27
GJ 86 b,,,,,,10.91,1999,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gl_86_b/,http://exoplanets.org/detail/GJ_86_b,0,15.76491000,1,32.608059,-50.823723,K1 V,,,,2014-05-14
GJ 876 b,,723.22350,,2.27560,,4.70,1998,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/gliese_876_b/,http://exoplanets.org/detail/GJ_876_b,0,61.11660000,4,343.319733,-14.263700,M4,2.550,,,2014-08-27
GJ 876 c,,226.98460,,0.71420,,4.70,2000,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/gliese_876_c/,http://exoplanets.org/detail/GJ_876_c,0,30.08810000,4,343.319733,-14.263700,M4,2.550,,,2014-08-27
GJ 876 d,,6.83000,,0.02100,,4.70,2005,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gliese_876_d/,http://exoplanets.org/detail/GJ_876_d,0,1.93778000,4,343.319733,-14.263700,M4,2.550,,,2014-08-27
GJ 876 e,,14.60000,,0.04600,,4.70,2010,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/gliese_876_e/,http://exoplanets.org/detail/GJ_876_e,0,124.26000000,4,343.319733,-14.263700,M4,2.550,,,2014-08-27
GQ Lup b,33.600,6356.00000,3.000,20.00000,,139.00,2004,8.2 m ESO VLT UT4 Yepun Telescope,2650,Imaging,Paranal Observatory,0,http://exoplanet.eu/catalog/gq_lup_b/,,0,,1,237.300427,-35.651421,K7e V,0.001,,,2014-05-14
GSC 06214-00210 b,,5000.00000,,16.00000,,145.00,2010,5.1 m Hale Telescope,2300,Imaging,Palomar Observatory,0,http://exoplanet.eu/catalog/gsc_6214-210_b/,,0,,1,245.477780,-20.719202,K7,0.005,,,2015-04-01
GU Psc b,14.179,3591.30000,1.265,11.30000,,48.00,2014,8.19 m Gemini South Telescope,1050,Imaging,Gemini Observatory,0,http://exoplanet.eu/catalog/gu_psc_b/,,0,,1,18.146006,17.065475,M3,0.100,,,2014-05-14
HAT-P-1 b,14.785,166.86075,1.319,0.52500,0.28200,139.00,2006,Canon 200mm f/1.8L,1322,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-1_b/,http://exoplanets.org/detail/HAT-P-1_b,0,4.46529976,1,344.445104,38.674953,G0 V,,9.853000,1.17,2015-09-10
HAT-P-11 b,4.730,25.74300,0.422,0.08100,1.33000,38.00,2008,Canon 200mm f/1.8L,878,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-11_b/,http://exoplanets.org/detail/HAT-P-11_b,0,4.88781620,1,297.709351,48.080856,K4,6.500,15.580000,0.75,2014-05-14
HAT-P-12 b,10.749,67.05900,0.959,0.21100,0.31920,142.50,2009,Canon 200mm f/1.8L,963,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-12_b/,http://exoplanets.org/detail/HAT-P-12_b,0,3.21305980,1,209.389489,43.493534,K4,2.500,11.770000,0.70,2014-05-14
HAT-P-13 b,14.258,270.46200,1.272,0.85100,,214.00,2009,Canon 200mm f/1.8L,,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-13_b/,http://exoplanets.org/detail/HAT-P-13_b,0,2.91625000,2,129.882536,47.352051,G4,5.000,5.892800,1.56,2014-10-15
HAT-P-13 c,,,,,,214.00,2009,Canon 200mm f/1.8L,,Radial Velocity,HATNet,0,http://exoplanet.eu/catalog/hat-p-13_c/,http://exoplanets.org/detail/HAT-P-13_c,0,446.27000000,2,129.882536,47.352051,G4,5.000,,1.56,2014-05-16
HAT-P-14 b,12.890,709.36700,1.150,2.23200,1.82000,205.00,2010,Canon 200mm f/1.8L,1570,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-14_b/,http://exoplanets.org/detail/HAT-P-14_b,0,4.62766900,1,260.116169,38.242165,F,1.300,8.870000,1.47,2014-05-14
HAT-P-15 b,12.016,618.47100,1.072,1.94600,1.96000,190.00,2010,Canon 200mm f/1.8L,904,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-15_b/,http://exoplanets.org/detail/HAT-P-15_b,0,10.86350200,1,66.248026,39.460636,G5,6.800,19.160000,1.08,2014-05-14
HAT-P-16 b,14.448,1332.60500,1.289,4.19300,2.42000,235.00,2010,Canon 200mm f/1.8L,1626,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-16_b/,http://exoplanets.org/detail/HAT-P-16_b,0,2.77596000,1,9.573181,42.463078,F8,2.000,7.170000,1.24,2014-05-14
HAT-P-17 b,11.321,169.71000,1.010,0.53400,0.64000,90.00,2010,Canon 200mm f/1.8L,792,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-17_b/,http://exoplanets.org/detail/HAT-P-17_b,0,10.33852300,2,324.536396,30.488716,K,7.800,22.630000,0.84,2014-05-14
HAT-P-17 c,,,,,,90.00,2010,Canon 200mm f/1.8L,,Radial Velocity,HATNet,0,http://exoplanet.eu/catalog/hat-p-17_c/,,0,5584.00000000,2,324.536396,30.488716,K,7.800,,0.84,2014-05-14
HAT-P-18 b,11.153,62.61000,0.995,0.19700,0.25000,166.00,2010,Canon 200mm f/1.8L,852,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-18_b/,http://exoplanets.org/detail/HAT-P-18_b,0,5.50802300,1,256.346473,33.012512,K2,12.400,16.040000,0.75,2014-05-14
HAT-P-19 b,12.689,92.80200,1.132,0.29200,0.25000,215.00,2010,Canon 200mm f/1.8L,1010,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-19_b/,http://exoplanets.org/detail/HAT-P-19_b,0,4.00877800,1,9.516742,34.711575,K1,8.800,12.240000,0.82,2014-05-14
HAT-P-2 b,12.969,2888.95000,1.157,9.09000,7.29000,135.32,2007,Canon 200mm f/1.8L,1540,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-2_b/,http://exoplanets.org/detail/HAT-P-2_b,0,5.63347290,1,245.151489,41.048084,F8,2.600,8.990000,1.64,2014-05-14
HAT-P-20 b,9.718,2302.89900,0.867,7.24600,13.78000,70.00,2010,Canon 200mm f/1.8L,970,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-20_b/,http://exoplanets.org/detail/HAT-P-20_b,0,2.87531700,1,111.916469,24.336630,K3,6.700,11.170000,0.69,2014-05-14
HAT-P-21 b,11.478,1291.28900,1.024,4.06300,4.68000,254.00,2010,Canon 200mm f/1.8L,1283,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-21_b/,http://exoplanets.org/detail/HAT-P-21_b,0,4.12448100,1,171.274955,41.027954,G3,10.200,9.600000,1.10,2014-05-14
HAT-P-22 b,12.106,682.35200,1.080,2.14700,2.11000,82.00,2010,Canon 200mm f/1.8L,1283,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-22_b/,http://exoplanets.org/detail/HAT-P-22_b,0,3.21222000,1,155.681719,50.128345,G5,12.400,8.550000,1.04,2014-05-14
HAT-P-23 b,13.720,658.00000,1.224,2.07000,1.40600,393.00,2010,Canon 200mm f/1.8L,1951,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-23_b/,http://exoplanets.org/detail/HAT-P-23_b,0,1.21288287,1,306.123854,16.762152,G0,2.100,4.545900,1.09,2015-03-26
HAT-P-24 b,13.922,217.70400,1.242,0.68500,0.44000,396.00,2010,Canon 200mm f/1.8L,1637,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-24_b/,http://exoplanets.org/detail/HAT-P-24_b,0,3.35524000,1,108.825058,14.262599,F8,2.800,7.580000,1.32,2014-05-14
HAT-P-25 b,13.339,180.20200,1.190,0.56700,0.42000,297.00,2010,Canon 200mm f/1.8L,1202,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-25_b/,http://exoplanets.org/detail/HAT-P-25_b,0,3.65283600,1,48.435419,25.197405,G5,3.200,10.460000,0.96,2014-05-14
HAT-P-26 b,6.333,18.75100,0.565,0.05900,0.40000,134.00,2010,Canon 200mm f/1.8L,1001,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-26_b/,http://exoplanets.org/detail/HAT-P-26_b,0,4.23451600,1,213.156383,4.059997,K1,9.000,13.060000,0.79,2014-05-14
HAT-P-27 b,11.430,197.05000,1.020,0.62000,,204.00,2011,Canon 200mm f/1.8L,,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-27-wasp-40_b/,http://exoplanets.org/detail/HAT-P-27_b,0,3.03957700,1,222.767436,5.947368,G8,4.400,9.804000,0.90,2014-05-14
HAT-P-28 b,13.585,198.95300,1.212,0.62600,0.44000,395.00,2011,Canon 200mm f/1.8L,1384,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-28_b/,http://exoplanets.org/detail/HAT-P-28_b,0,3.25721500,1,13.000766,34.728413,G3,6.100,8.430000,1.10,2014-05-14
HAT-P-29 b,12.408,247.26100,1.107,0.77800,0.71000,322.00,2011,Canon 200mm f/1.8L,1260,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-29_b/,http://exoplanets.org/detail/HAT-P-29_b,0,5.72318600,1,33.131142,51.778759,F8,2.200,11.700000,1.22,2014-05-14
HAT-P-3 b,9.270,187.83000,0.827,0.59100,1.29000,138.00,2007,Canon 200mm f/1.8L,,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-3_b/,http://exoplanets.org/detail/HAT-P-3_b,0,2.89973600,1,206.094121,48.028667,K,1.600,10.390000,0.80,2014-05-14
HAT-P-30 b,15.020,225.96800,1.340,0.71100,0.37000,193.00,2011,Canon 200mm f/1.8L,1630,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-30-wasp-51_b/,http://exoplanets.org/detail/HAT-P-30_b,0,2.81059500,1,123.949894,5.836719,,1.000,7.420000,1.22,2014-05-14
HAT-P-31 b,11.990,689.98000,1.070,2.17100,2.18000,354.00,2011,Canon 200mm f/1.8L,1450,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-31_b/,http://exoplanets.org/detail/HAT-P-31_b,0,5.00542500,1,271.537705,26.426662,,,8.900000,1.36,2014-05-14
HAT-P-32 b,20.053,,1.789,,,283.00,2011,Canon 200mm f/1.8L,,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-32_b/,http://exoplanets.org/detail/HAT-P-32_b,0,2.15000805,1,31.042848,46.687836,,,,1.22,2014-10-15
HAT-P-33 b,18.898,242.17600,1.686,0.76200,0.20000,387.00,2011,Canon 200mm f/1.8L,1782,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-33_b/,http://exoplanets.org/detail/HAT-P-33_b,0,3.47447400,1,113.184212,33.835052,,,6.560000,1.64,2014-05-14
HAT-P-34 b,13.417,1057.69400,1.197,3.32800,2.40000,257.00,2011,Canon 200mm f/1.8L,1520,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-34_b/,http://exoplanets.org/detail/HAT-P-34_b,0,5.45265400,1,303.195342,18.104868,,,9.480000,1.53,2014-05-14
HAT-P-35 b,14.930,334.97900,1.332,1.05400,0.55000,535.00,2011,Canon 200mm f/1.8L,1581,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-35_b/,http://exoplanets.org/detail/HAT-P-35_b,0,3.64670600,1,123.250764,4.787023,,,7.450000,1.44,2014-05-14
HAT-P-36 b,14.168,582.24000,1.264,1.83200,1.12000,317.00,2011,Canon 200mm f/1.8L,1823,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-36_b/,http://exoplanets.org/detail/HAT-P-36_b,0,1.32734700,1,188.266255,44.915352,,,4.660000,1.10,2014-05-14
HAT-P-37 b,13.204,371.52800,1.178,1.16900,0.89000,411.00,2011,Canon 200mm f/1.8L,1271,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-37_b/,http://exoplanets.org/detail/HAT-P-37_b,0,2.79743600,1,284.296064,51.269138,,,9.320000,0.88,2014-05-14
HAT-P-38 b,9.247,84.85700,0.825,0.26700,0.59000,249.00,2012,Canon 200mm f/1.8L,1082,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-38_b/,http://exoplanets.org/detail/HAT-P-38_b,0,4.64038200,1,35.383234,32.246151,,,12.170000,0.92,2014-05-14
HAT-P-39 b,17.609,190.37200,1.571,0.59900,0.19000,642.00,2012,Canon 200mm f/1.8L,1752,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-39_b/,http://exoplanets.org/detail/HAT-P-39_b,0,3.54387000,1,113.758247,17.830082,,,6.740000,1.62,2014-05-14
HAT-P-4 b,14.280,213.25500,1.274,0.67100,0.40300,314.00,2007,Canon 200mm f/1.8L,1686,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-4_b/,http://exoplanets.org/detail/HAT-P-4_b,0,3.05653600,1,229.991354,36.229664,G1 V,,6.040000,1.60,2014-05-14
HAT-P-40 b,19.392,195.45700,1.730,0.61500,0.15000,501.00,2012,Canon 200mm f/1.8L,1770,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-40_b/,http://exoplanets.org/detail/HAT-P-40_b,0,4.45724300,1,335.512861,45.457378,,,5.920000,2.21,2014-05-14
HAT-P-41 b,18.887,254.25300,1.685,0.80000,0.20000,344.00,2012,Canon 200mm f/1.8L,1941,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-41_b/,http://exoplanets.org/detail/HAT-P-41_b,0,2.69404700,1,297.322651,4.672421,,,5.440000,1.68,2014-05-14
HAT-P-42 b,14.348,331.80100,1.280,1.04400,0.61000,447.00,2012,Canon 200mm f/1.8L,1428,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-42_b/,,0,4.64187800,1,135.344391,6.097230,,5.200,8.080000,1.53,2014-05-14
HAT-P-43 b,14.359,210.39500,1.281,0.66200,0.39000,542.00,2012,Canon 200mm f/1.8L,1361,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-43_b/,,0,3.33268700,1,128.925737,10.206653,,5.700,8.640000,1.10,2014-05-14
HAT-P-44 b,13.922,111.87100,1.242,0.35200,0.23000,363.00,2014,Canon 200mm f/1.8L,1108,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-44_b/,,0,4.30121900,2,213.144074,47.014687,,7.500,11.490000,0.95,2014-05-14
HAT-P-44 c,,,,,,363.00,2014,Canon 200mm f/1.8L,,Radial Velocity,HATNet,0,http://exoplanet.eu/catalog/hat-p-44_c/,,0,872.20000000,2,213.144074,47.014687,,7.500,,0.95,2014-05-14
HAT-P-45 b,15.984,283.49200,1.426,0.89200,0.38000,305.00,2014,Canon 200mm f/1.8L,1652,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-45_b/,,0,3.12899200,1,274.373238,-3.381036,,2.000,7.360000,1.32,2014-05-14
HAT-P-46 b,14.392,156.68400,1.284,0.49300,0.28000,296.00,2014,Canon 200mm f/1.8L,1458,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-46_b/,,0,4.46312900,1,270.444201,-2.970947,,2.500,8.860000,1.40,2014-05-14
HAT-P-49 b,15.838,549.82300,1.413,1.73000,0.75000,322.00,2014,Canon 200mm f/1.8L,2131,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-49_b/,http://exoplanets.org/detail/HAT-P-49_b,0,2.69154800,1,305.441397,26.692652,F,1.500,5.130000,1.83,2014-05-14
HAT-P-5 b,14.120,336.89000,1.260,1.06000,0.66000,342.00,2007,Canon 200mm f/1.8L,,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-5_b/,http://exoplanets.org/detail/HAT-P-5_b,0,2.78849100,1,274.405476,36.621410,,,7.500000,1.14,2014-05-14
HAT-P-50 b,14.437,429.07050,1.288,1.35000,0.78000,497.00,2015,multiple telescopes,1862,Transit,HATNet,0,http://exoplanet.eu/catalog/hat-p-50_b/,,0,3.12201090,1,118.063411,12.139410,,3.370,5.680000,1.70,2015-11-19
