pl_name,pl_rade,pl_masse,pl_radj,pl_massj,st_dist,pl_disc,pl_telescope,pl_eqt
Kepler-371 b,1.890,,0.169,,,2014,0.95 m Kepler Telescope,
Kepler-371 c,1.780,,0.159,,,2014,0.95 m Kepler Telescope,
Kepler-372 b,1.360,,0.121,,,2014,0.95 m Kepler Telescope,
Kepler-372 c,2.090,,0.186,,,2014,0.95 m Kepler Telescope,
Kepler-372 d,1.690,,0.151,,,2014,0.95 m Kepler Telescope,
Kepler-373 b,1.360,,0.121,,,2014,0.95 m Kepler Telescope,
Kepler-373 c,1.240,,0.111,,,2014,0.95 m Kepler Telescope,
Kepler-374 b,1.030,,0.092,,,2014,0.95 m Kepler Telescope,
Kepler-374 c,1.100,,0.098,,,2014,0.95 m Kepler Telescope,
Kepler-374 d,1.310,,0.117,,,2014,0.95 m Kepler Telescope,
Kepler-375 b,1.450,,0.129,,,2014,0.95 m Kepler Telescope,
Kepler-375 c,2.650,,0.236,,,2014,0.95 m Kepler Telescope,
Kepler-376 b,1.070,,0.095,,,2014,0.95 m Kepler Telescope,
Kepler-376 c,1.790,,0.160,,,2014,0.95 m Kepler Telescope,
Kepler-377 b,1.390,,0.124,,,2014,0.95 m Kepler Telescope,
Kepler-377 c,2.060,,0.184,,,2014,0.95 m Kepler Telescope,
Kepler-378 b,0.750,,0.067,,,2014,0.95 m Kepler Telescope,
Kepler-378 c,0.700,,0.062,,,2014,0.95 m Kepler Telescope,
Kepler-379 b,1.660,,0.148,,,2014,0.95 m Kepler Telescope,
Kepler-379 c,2.290,,0.204,,,2014,0.95 m Kepler Telescope,
Kepler-38 b,4.300,122.00000,0.384,0.38400,600.00,2012,0.95 m Kepler Telescope,475
Kepler-380 b,1.190,,0.106,,,2014,0.95 m Kepler Telescope,
Kepler-380 c,1.270,,0.113,,,2014,0.95 m Kepler Telescope,
Kepler-381 b,0.990,,0.088,,,2014,0.95 m Kepler Telescope,
Kepler-381 c,1.120,,0.100,,,2014,0.95 m Kepler Telescope,
Kepler-382 b,1.320,,0.118,,,2014,0.95 m Kepler Telescope,
Kepler-382 c,1.590,,0.142,,,2014,0.95 m Kepler Telescope,
Kepler-383 b,1.320,,0.118,,,2014,0.95 m Kepler Telescope,
Kepler-383 c,1.240,,0.111,,,2014,0.95 m Kepler Telescope,
Kepler-384 b,1.120,,0.100,,,2014,0.95 m Kepler Telescope,
Kepler-384 c,1.130,,0.101,,,2014,0.95 m Kepler Telescope,
Kepler-385 b,2.730,,0.244,,,2014,0.95 m Kepler Telescope,
Kepler-385 c,3.040,,0.271,,,2014,0.95 m Kepler Telescope,
Kepler-386 b,1.390,,0.124,,,2014,0.95 m Kepler Telescope,
Kepler-386 c,1.580,,0.141,,,2014,0.95 m Kepler Telescope,
Kepler-387 b,1.030,,0.092,,,2014,0.95 m Kepler Telescope,
Kepler-387 c,0.890,,0.079,,,2014,0.95 m Kepler Telescope,
Kepler-388 b,0.810,,0.072,,,2014,0.95 m Kepler Telescope,
Kepler-388 c,0.860,,0.077,,,2014,0.95 m Kepler Telescope,
Kepler-389 b,1.510,,0.135,,,2014,0.95 m Kepler Telescope,
Kepler-389 c,1.460,,0.130,,,2014,0.95 m Kepler Telescope,
Kepler-39 b,13.900,6388.10000,1.240,20.10000,1200.00,2011,0.95 m Kepler Telescope,897
Kepler-390 b,0.820,,0.073,,,2014,0.95 m Kepler Telescope,
Kepler-390 c,0.790,,0.070,,,2014,0.95 m Kepler Telescope,
Kepler-391 b,3.200,,0.285,,,2014,0.95 m Kepler Telescope,
Kepler-391 c,3.540,,0.316,,,2014,0.95 m Kepler Telescope,
Kepler-392 b,1.000,,0.089,,,2014,0.95 m Kepler Telescope,
Kepler-392 c,1.100,,0.098,,,2014,0.95 m Kepler Telescope,
Kepler-393 b,1.290,,0.115,,,2014,0.95 m Kepler Telescope,
Kepler-393 c,1.330,,0.119,,,2014,0.95 m Kepler Telescope,
Kepler-394 b,1.600,,0.143,,,2014,0.95 m Kepler Telescope,
Kepler-394 c,1.660,,0.148,,,2014,0.95 m Kepler Telescope,
Kepler-395 b,1.030,,0.092,,,2014,0.95 m Kepler Telescope,
Kepler-395 c,1.320,,0.118,,,2014,0.95 m Kepler Telescope,
Kepler-396 b,3.500,75.50000,0.312,0.23800,,2013,0.95 m Kepler Telescope,
Kepler-396 c,5.300,17.90000,0.473,0.05600,,2013,0.95 m Kepler Telescope,
Kepler-397 b,2.460,,0.219,,,2014,0.95 m Kepler Telescope,
Kepler-397 c,6.180,,0.551,,,2014,0.95 m Kepler Telescope,
Kepler-398 b,0.930,,0.083,,,2014,0.95 m Kepler Telescope,
Kepler-398 c,1.010,,0.090,,,2014,0.95 m Kepler Telescope,
Kepler-399 b,0.960,,0.086,,,2014,0.95 m Kepler Telescope,
Kepler-399 c,1.430,,0.128,,,2014,0.95 m Kepler Telescope,
Kepler-399 d,1.890,,0.169,,,2014,0.95 m Kepler Telescope,
Kepler-4 b,4.002,24.47200,0.357,0.07700,550.00,2009,0.95 m Kepler Telescope,1650
Kepler-40 b,13.110,699.20000,1.170,2.20000,2700.00,2010,0.95 m Kepler Telescope,1620
Kepler-400 b,1.650,,0.147,,,2014,0.95 m Kepler Telescope,
Kepler-400 c,1.490,,0.133,,,2014,0.95 m Kepler Telescope,
Kepler-401 b,1.710,,0.153,,,2014,0.95 m Kepler Telescope,
Kepler-401 c,2.150,,0.192,,,2014,0.95 m Kepler Telescope,
Kepler-402 b,1.220,,0.109,,,2014,0.95 m Kepler Telescope,
Kepler-402 c,1.560,,0.139,,,2014,0.95 m Kepler Telescope,
Kepler-402 d,1.380,,0.123,,,2014,0.95 m Kepler Telescope,
Kepler-402 e,1.460,,0.130,,,2014,0.95 m Kepler Telescope,
Kepler-403 b,1.250,,0.112,,,2014,0.95 m Kepler Telescope,
Kepler-403 c,1.750,,0.156,,,2014,0.95 m Kepler Telescope,
Kepler-404 b,1.270,,0.113,,,2014,0.95 m Kepler Telescope,
Kepler-404 c,1.720,,0.153,,,2014,0.95 m Kepler Telescope,
Kepler-405 b,2.080,,0.186,,,2014,0.95 m Kepler Telescope,
Kepler-405 c,4.660,,0.416,,,2014,0.95 m Kepler Telescope,
Kepler-406 b,1.430,6.35000,0.128,0.02000,,2014,0.95 m Kepler Telescope,
Kepler-406 c,0.850,2.71000,0.076,0.00900,,2014,0.95 m Kepler Telescope,
Kepler-407 b,1.070,0.06000,0.095,0.00020,,2014,0.95 m Kepler Telescope,
Kepler-407 c,,4000.00000,,12.60000,,2014,0.95 m Kepler Telescope,
Kepler-408 b,0.820,0.48000,0.073,0.00200,,2014,0.95 m Kepler Telescope,
Kepler-409 b,1.190,2.69000,0.106,0.00800,,2014,0.95 m Kepler Telescope,
Kepler-41 b,11.657,177.98480,1.040,0.56000,770.00,2011,0.95 m Kepler Telescope,1770
Kepler-410 A b,2.838,,0.253,,132.00,2013,0.95 m Kepler Telescope,
Kepler-411 b,1.880,,0.168,,,2013,0.95 m Kepler Telescope,1040
Kepler-412 b,15.031,299.07803,1.341,0.94100,1056.00,2014,0.95 m Kepler Telescope,1850
Kepler-413 b,4.347,67.00000,0.388,0.21100,,2014,0.95 m Kepler Telescope,
Kepler-414 b,1.710,3.50000,0.153,0.01100,,2014,0.95 m Kepler Telescope,
Kepler-414 c,3.010,29.90000,0.269,0.09400,,2014,0.95 m Kepler Telescope,
Kepler-415 b,1.210,119.90000,0.108,0.37700,,2014,0.95 m Kepler Telescope,
Kepler-415 c,,,,,,2014,0.95 m Kepler Telescope,
Kepler-416 b,2.480,58.20000,0.221,0.18300,,2014,0.95 m Kepler Telescope,
Kepler-416 c,,,,,,2014,0.95 m Kepler Telescope,
Kepler-417 b,2.310,11.00000,0.206,0.03500,,2014,0.95 m Kepler Telescope,
Kepler-417 c,,,,,,2014,0.95 m Kepler Telescope,
Kepler-418 b,13.450,349.60000,1.200,1.10000,,2014,0.95 m Kepler Telescope,
Kepler-419 b,10.800,794.50000,0.960,2.50000,,2014,0.95 m Kepler Telescope,
Kepler-419 c,,2320.10000,,7.30000,,2014,0.95 m Kepler Telescope,
Kepler-42 b,0.780,,0.070,,38.70,2011,0.95 m Kepler Telescope,519
Kepler-42 c,0.730,,0.065,,38.70,2011,0.95 m Kepler Telescope,720
Kepler-42 d,0.570,,0.051,,38.70,2011,0.95 m Kepler Telescope,450
Kepler-420 b,10.540,460.83000,0.940,1.45000,900.00,2014,0.95 m Kepler Telescope,511
Kepler-421 b,4.160,,0.371,,320.00,2014,0.95 m Kepler Telescope,185
Kepler-422 b,12.890,136.66000,1.150,0.43000,,2014,0.95 m Kepler Telescope,
Kepler-423 b,13.361,189.10100,1.192,0.59500,725.00,2014,0.95 m Kepler Telescope,1605
Kepler-424 b,9.980,327.35000,0.890,1.03000,,2014,0.95 m Kepler Telescope,
Kepler-424 c,,,,,,2014,0.95 m Kepler Telescope,
Kepler-425 b,10.962,79.45000,0.978,0.25000,650.00,2014,0.95 m Kepler Telescope,1070
Kepler-426 b,12.220,108.06000,1.090,0.34000,880.00,2014,0.95 m Kepler Telescope,1300
Kepler-427 b,13.790,92.17000,1.230,0.29000,1100.00,2014,0.95 m Kepler Telescope,1100
Kepler-428 b,12.110,403.63000,1.080,1.27000,720.00,2014,0.95 m Kepler Telescope,1070
Kepler-43 b,13.664,1026.59090,1.219,3.23000,1950.00,2011,0.95 m Kepler Telescope,1620
Kepler-430 b,3.250,,0.290,,,2015,0.95 m Kepler Telescope,667
Kepler-430 c,1.750,,0.160,,,2015,0.95 m Kepler Telescope,458
Kepler-431 b,0.764,,0.068,,,2015,0.95 m Kepler Telescope,1032
Kepler-431 c,0.668,,0.060,,,2015,0.95 m Kepler Telescope,951
Kepler-431 d,1.110,,0.100,,,2015,0.95 m Kepler Telescope,856
Kepler-432 b,12.834,1719.46030,1.145,5.41000,870.00,2015,0.95 m Kepler Telescope,
Kepler-432 c,,,,,870.00,2015,0.95 m Kepler Telescope,
Kepler-433 b,16.250,896.24000,1.450,2.82000,1870.00,2015,0.95 m Kepler Telescope,1776
Kepler-434 b,12.670,908.96000,1.130,2.86000,1240.00,2015,0.95 m Kepler Telescope,1000
Kepler-435 b,22.310,266.97000,1.990,0.84000,2070.00,2015,0.95 m Kepler Telescope,1729
Kepler-436 b,2.730,,0.240,,618.00,2015,0.95 m Kepler Telescope,
Kepler-437 b,2.140,,0.190,,417.00,2015,0.95 m Kepler Telescope,
Kepler-438 b,1.120,,0.100,,145.00,2015,0.95 m Kepler Telescope,
Kepler-439 b,2.240,,0.200,,693.00,2015,0.95 m Kepler Telescope,
Kepler-44 b,12.220,317.82000,1.090,1.00000,2250.00,2011,0.95 m Kepler Telescope,1544
Kepler-440 b,1.860,,0.170,,261.00,2015,0.95 m Kepler Telescope,
Kepler-441 b,1.640,,0.150,,284.00,2015,0.95 m Kepler Telescope,
Kepler-442 b,1.340,,0.120,,342.00,2015,0.95 m Kepler Telescope,
Kepler-443 b,2.330,,0.210,,779.00,2015,0.95 m Kepler Telescope,
Kepler-444 b,0.403,,0.036,,35.70,2015,0.95 m Kepler Telescope,
Kepler-444 c,0.497,,0.044,,35.70,2015,0.95 m Kepler Telescope,
Kepler-444 d,0.530,,0.047,,35.70,2015,0.95 m Kepler Telescope,
Kepler-444 e,0.546,,0.049,,35.70,2015,0.95 m Kepler Telescope,
Kepler-444 f,0.741,,0.066,,35.70,2015,0.95 m Kepler Telescope,
Kepler-445 b,1.580,,0.140,,90.00,2015,0.95 m Kepler Telescope,
Kepler-445 c,2.510,,0.220,,90.00,2015,0.95 m Kepler Telescope,
Kepler-445 d,1.250,,0.110,,90.00,2015,0.95 m Kepler Telescope,
Kepler-446 b,1.500,,0.130,,120.00,2015,0.95 m Kepler Telescope,
Kepler-446 c,1.110,,0.100,,120.00,2015,0.95 m Kepler Telescope,
Kepler-446 d,1.350,,0.120,,120.00,2015,0.95 m Kepler Telescope,
Kepler-447 b,18.490,435.41000,1.650,1.37000,,2015,0.95 m Kepler Telescope,
Kepler-449 b,2.056,,0.183,,,2015,0.95 m Kepler Telescope,
Kepler-449 c,2.764,,0.247,,,2015,0.95 m Kepler Telescope,
Kepler-45 b,10.760,160.49700,0.960,0.50500,333.00,2011,0.95 m Kepler Telescope,1000
Kepler-450 b,6.140,,0.548,,,2015,0.95 m Kepler Telescope,
Kepler-450 c,2.620,,0.234,,,2015,0.95 m Kepler Telescope,
Kepler-450 d,0.837,,0.075,,,2015,0.95 m Kepler Telescope,
Kepler-452 b,1.630,,0.145,,,2015,0.95 m Kepler Telescope,265
Kepler-453 b,6.204,0.20000,0.553,0.00063,,2015,0.95 m Kepler Telescope,
Kepler-46 b,9.057,1907.00000,0.808,6.00000,855.00,2012,0.95 m Kepler Telescope,543
Kepler-46 c,,119.49900,,0.37600,855.00,2012,0.95 m Kepler Telescope,455
Kepler-46 d,1.640,,0.146,,855.00,2014,0.95 m Kepler Telescope,
Kepler-47 b,3.030,636.00000,0.270,2.00000,1500.00,2012,0.95 m Kepler Telescope,
Kepler-47 c,4.620,8899.00000,0.411,28.00000,1500.00,2012,0.95 m Kepler Telescope,
Kepler-48 b,2.140,1887.83000,0.191,5.94000,,2012,0.95 m Kepler Telescope,
Kepler-48 c,3.140,3689.85000,0.280,11.61000,,2012,0.95 m Kepler Telescope,
Kepler-48 d,2.040,7.93000,0.182,0.02500,,2014,0.95 m Kepler Telescope,
Kepler-48 e,,657.00000,,2.06700,,2014,0.95 m Kepler Telescope,
Kepler-49 b,2.720,311.46000,0.243,0.98000,,2012,0.95 m Kepler Telescope,
Kepler-49 c,2.550,228.83000,0.227,0.72000,,2012,0.95 m Kepler Telescope,
Kepler-49 d,1.600,,0.143,,,2014,0.95 m Kepler Telescope,
Kepler-49 e,1.560,,0.139,,,2014,0.95 m Kepler Telescope,
Kepler-5 b,15.984,670.93913,1.426,2.11100,,2009,0.95 m Kepler Telescope,1750
Kepler-50 b,1.710,,0.153,,,2012,0.95 m Kepler Telescope,
Kepler-50 c,2.170,,0.194,,,2012,0.95 m Kepler Telescope,
Kepler-51 b,7.100,2.10000,0.633,0.00700,,2012,0.95 m Kepler Telescope,543
Kepler-51 c,9.000,4.00000,0.803,0.01300,,2012,0.95 m Kepler Telescope,439
Kepler-51 d,9.700,7.60000,0.865,0.02400,,2014,0.95 m Kepler Telescope,381
Kepler-52 b,2.100,2765.00000,0.187,8.70000,,2012,0.95 m Kepler Telescope,
Kepler-52 c,1.840,3308.41000,0.164,10.41000,,2012,0.95 m Kepler Telescope,
Kepler-52 d,1.950,,0.174,,,2014,0.95 m Kepler Telescope,
Kepler-53 b,2.890,5851.00000,0.258,18.41000,,2012,0.95 m Kepler Telescope,
Kepler-53 c,3.170,5002.43000,0.283,15.74000,,2012,0.95 m Kepler Telescope,
Kepler-53 d,2.120,,0.189,,,2014,0.95 m Kepler Telescope,
Kepler-54 b,2.100,292.39000,0.187,0.92000,,2012,0.95 m Kepler Telescope,
Kepler-54 c,1.230,117.59000,0.110,0.37000,,2012,0.95 m Kepler Telescope,
Kepler-54 d,1.530,,0.136,,,2014,0.95 m Kepler Telescope,
Kepler-55 b,2.430,473.55000,0.217,1.49000,,2012,0.95 m Kepler Telescope,
Kepler-55 c,2.210,352.78000,0.197,1.11000,,2012,0.95 m Kepler Telescope,
Kepler-55 d,1.590,,0.142,,,2014,0.95 m Kepler Telescope,
Kepler-55 e,1.550,,0.138,,,2014,0.95 m Kepler Telescope,
Kepler-55 f,1.590,,0.142,,,2014,0.95 m Kepler Telescope,
Kepler-56 b,6.510,22.10000,0.581,0.07000,,2012,0.95 m Kepler Telescope,
Kepler-56 c,9.800,181.00000,0.874,0.57000,,2012,0.95 m Kepler Telescope,
Kepler-57 b,2.190,5994.02000,0.195,18.86000,,2012,0.95 m Kepler Telescope,
Kepler-57 c,1.550,2208.83000,0.138,6.95000,,2012,0.95 m Kepler Telescope,
Kepler-58 b,2.780,441.77000,0.248,1.39000,,2012,0.95 m Kepler Telescope,
Kepler-58 c,2.860,696.02000,0.255,2.19000,,2012,0.95 m Kepler Telescope,
Kepler-58 d,2.940,,0.262,,,2014,0.95 m Kepler Telescope,
Kepler-59 b,1.100,651.52000,0.098,2.05000,,2012,0.95 m Kepler Telescope,
Kepler-59 c,1.980,435.41000,0.177,1.37000,,2012,0.95 m Kepler Telescope,
Kepler-6 b,14.617,212.31044,1.304,0.66800,,2009,0.95 m Kepler Telescope,1460
Kepler-60 b,2.280,79.45000,0.203,0.25000,,2012,0.95 m Kepler Telescope,
Kepler-60 c,2.470,177.98000,0.220,0.56000,,2012,0.95 m Kepler Telescope,
Kepler-60 d,2.550,216.12000,0.227,0.68000,,2012,0.95 m Kepler Telescope,
Kepler-61 b,2.150,,0.192,,,2013,0.95 m Kepler Telescope,273
Kepler-62 b,1.310,9.00000,0.117,0.03000,368.00,2013,0.95 m Kepler Telescope,750
Kepler-62 c,0.540,4.00000,0.048,0.01300,368.00,2013,0.95 m Kepler Telescope,578
Kepler-62 d,1.950,14.00000,0.174,0.04400,368.00,2013,0.95 m Kepler Telescope,510
Kepler-62 e,1.610,36.00000,0.144,0.11300,368.00,2013,0.95 m Kepler Telescope,270
Kepler-62 f,1.410,35.00000,0.126,0.11000,368.00,2013,0.95 m Kepler Telescope,208
Kepler-63 b,6.110,120.00000,0.545,0.37800,200.00,2013,0.95 m Kepler Telescope,
Kepler-65 b,1.420,,0.127,,,2012,0.95 m Kepler Telescope,
Kepler-65 c,2.580,,0.230,,,2012,0.95 m Kepler Telescope,
Kepler-65 d,1.520,,0.136,,,2012,0.95 m Kepler Telescope,
Kepler-66 b,2.800,,0.250,,1107.00,2013,0.95 m Kepler Telescope,
Kepler-67 b,2.940,,0.262,,1107.00,2013,0.95 m Kepler Telescope,
Kepler-68 b,2.310,8.30000,0.206,0.02600,135.00,2012,0.95 m Kepler Telescope,1280
Kepler-68 c,0.953,4.80000,0.085,0.01500,135.00,2012,0.95 m Kepler Telescope,
Kepler-68 d,,,,,135.00,2012,0.95 m Kepler Telescope,
Kepler-69 b,2.240,,0.200,,,2013,0.95 m Kepler Telescope,779
Kepler-69 c,1.710,,0.153,,,2013,0.95 m Kepler Telescope,299
Kepler-7 b,18.181,140.16303,1.622,0.44100,,2009,0.95 m Kepler Telescope,1630
Kepler-74 b,10.760,200.22000,0.960,0.63000,1330.00,2013,0.95 m Kepler Telescope,1078
Kepler-75 b,11.770,3209.90000,1.050,10.10000,1140.00,2013,0.95 m Kepler Telescope,767
Kepler-76 b,15.244,638.83830,1.360,2.01000,,2013,0.95 m Kepler Telescope,2140
Kepler-77 b,10.761,136.66100,0.960,0.43000,570.00,2013,0.95 m Kepler Telescope,1440
Kepler-78 b,1.173,1.86000,0.105,0.00600,,2013,0.95 m Kepler Telescope,2250
Kepler-79 b,3.470,10.90000,0.310,0.03430,,2012,0.95 m Kepler Telescope,
Kepler-79 c,3.720,5.90000,0.332,0.01900,,2012,0.95 m Kepler Telescope,
Kepler-79 d,7.160,6.00000,0.639,0.01900,,2014,0.95 m Kepler Telescope,
Kepler-79 e,3.490,4.10000,0.311,0.01300,,2014,0.95 m Kepler Telescope,
Kepler-8 b,15.872,187.51970,1.416,0.59000,1330.00,2010,0.95 m Kepler Telescope,1680
Kepler-80 b,2.640,,0.236,,,2012,0.95 m Kepler Telescope,
Kepler-80 c,2.790,,0.249,,,2012,0.95 m Kepler Telescope,
Kepler-80 d,1.740,,0.155,,,2014,0.95 m Kepler Telescope,
Kepler-80 e,1.640,,0.146,,,2014,0.95 m Kepler Telescope,
Kepler-81 b,2.420,,0.216,,,2012,0.95 m Kepler Telescope,
Kepler-81 c,2.370,,0.211,,,2012,0.95 m Kepler Telescope,
Kepler-81 d,1.210,,0.108,,,2014,0.95 m Kepler Telescope,
Kepler-82 b,4.000,,0.357,,,2012,0.95 m Kepler Telescope,
Kepler-82 c,5.350,,0.477,,,2012,0.95 m Kepler Telescope,
Kepler-82 d,1.770,,0.158,,,2014,0.95 m Kepler Telescope,
Kepler-82 e,2.470,,0.220,,,2014,0.95 m Kepler Telescope,
Kepler-83 b,2.830,,0.252,,,2012,0.95 m Kepler Telescope,
Kepler-83 c,2.360,,0.211,,,2012,0.95 m Kepler Telescope,
Kepler-83 d,1.940,,0.173,,,2014,0.95 m Kepler Telescope,
Kepler-84 b,2.230,,0.199,,,2012,0.95 m Kepler Telescope,
Kepler-84 c,2.360,,0.211,,,2012,0.95 m Kepler Telescope,
Kepler-84 d,1.380,,0.123,,,2014,0.95 m Kepler Telescope,
Kepler-84 e,2.600,,0.232,,,2014,0.95 m Kepler Telescope,
Kepler-84 f,2.200,,0.196,,,2014,0.95 m Kepler Telescope,
Kepler-85 b,1.970,,0.176,,,2012,0.95 m Kepler Telescope,
Kepler-85 c,2.180,,0.194,,,2012,0.95 m Kepler Telescope,
Kepler-85 d,1.200,,0.107,,,2014,0.95 m Kepler Telescope,
Kepler-85 e,1.270,,0.113,,,2014,0.95 m Kepler Telescope,
Kepler-87 b,13.490,324.20000,1.204,1.02000,,2013,0.95 m Kepler Telescope,478
Kepler-87 c,6.140,6.40000,0.548,0.02000,,2013,0.95 m Kepler Telescope,403
Kepler-9 b,9.438,80.09000,0.842,0.25200,650.00,2010,0.95 m Kepler Telescope,
Kepler-9 c,9.225,54.34700,0.823,0.17100,650.00,2010,0.95 m Kepler Telescope,
Kepler-9 d,1.640,,0.146,,650.00,2010,0.95 m Kepler Telescope,2026
Kepler-91 b,15.323,257.44230,1.367,0.81000,1030.00,2013,0.95 m Kepler Telescope,2040
Kepler-92 b,3.510,64.30000,0.313,0.20200,,2013,0.95 m Kepler Telescope,
Kepler-92 c,2.600,6.10000,0.232,0.01900,,2013,0.95 m Kepler Telescope,
Kepler-92 d,2.067,,0.184,,,2015,0.95 m Kepler Telescope,
Kepler-93 b,1.478,4.02000,0.132,0.01265,,2014,0.95 m Kepler Telescope,1037
Kepler-93 c,,954.00000,,3.00000,,2014,0.95 m Kepler Telescope,
Kepler-94 b,3.510,10.84000,0.313,0.03400,,2014,0.95 m Kepler Telescope,
Kepler-94 c,,3126.00000,,9.83600,,2014,0.95 m Kepler Telescope,
Kepler-95 b,3.420,13.00000,0.305,0.04100,,2014,0.95 m Kepler Telescope,
Kepler-96 b,2.670,8.46000,0.238,0.02700,,2014,0.95 m Kepler Telescope,
Kepler-97 b,1.480,3.51000,0.132,0.01100,,2014,0.95 m Kepler Telescope,
Kepler-97 c,,344.00000,,1.08000,,2014,0.95 m Kepler Telescope,
Kepler-98 b,1.990,3.55000,0.178,0.01100,,2014,0.95 m Kepler Telescope,
Kepler-99 b,1.480,6.15000,0.132,0.01900,,2014,0.95 m Kepler Telescope,
Lupus-TR-3 b,9.976,257.43100,0.890,0.81000,2000.00,2007,Multiple Telescopes,
MOA 2007-BLG-192L b,,3.30000,,0.01000,1000.00,2008,1.8 m MOA Telescope,
MOA 2007-BLG-400L b,,263.79000,,0.83000,5800.00,2008,1.8 m MOA Telescope,103
MOA 2008-BLG-310L b,,74.00000,,0.23000,6000.00,2009,1.8 m MOA Telescope,
MOA 2008-BLG-379L b,,1303.00000,,4.10000,3300.00,2013,1.8 m MOA Telescope,
MOA 2009-BLG-266L b,,10.40000,,0.03300,3040.00,2011,1.8 m MOA Telescope,
MOA 2009-BLG-319L b,,50.00000,,0.16000,6100.00,2010,1.8 m MOA Telescope,
MOA 2009-BLG-387L b,,813.64480,,2.56000,5690.00,2010,1.8 m MOA Telescope,
MOA 2010-BLG-073L b,,3496.00000,,11.00000,2800.00,2012,1.8 m MOA Telescope,
MOA 2010-BLG-328L b,,9.20000,,0.02895,810.00,2013,1.8 m MOA Telescope,
MOA 2010-BLG-477L b,,476.70000,,1.50000,2300.00,2012,1.8 m MOA Telescope,
MOA 2011-BLG-262L b,,18.00000,,0.05663,7000.00,2014,1.8 m MOA Telescope,
MOA 2011-BLG-293L b,,1525.50000,,4.80000,7720.00,2012,1.8 m MOA Telescope,
MOA 2011-BLG-322L b,,3686.70000,,11.60000,7560.00,2013,1.8 m MOA Telescope,
MOA-bin-1L b,,1175.90000,,3.70000,5100.00,2012,1.8 m MOA Telescope,
NGC 2682 Sand 364 b,,,,,,2014,Multiple Telescopes,
NGC 2682 YBP 1194 b,,,,,,2014,Multiple Telescopes,
NGC 2682 YBP 1514 b,,,,,,2014,Multiple Telescopes,
NGC 4349 127 b,,,,,2200.00,2007,1.2 m Leonhard Euler Telescope,
NN Ser c,,2329.60000,,7.33000,500.00,2010,Multiple Telescopes,
NN Ser d,,731.00000,,2.30000,500.00,2010,Multiple Telescopes,
NY Vir b,,,,,,2011,Multiple Telescopes,
OGLE 2003-BLG-235L b,,476.70000,,1.50000,5200.00,2004,1.3 m Warsaw University Telescope,
OGLE 2005-BLG-169L b,,14.10000,,0.04436,4100.00,2006,1.3 m Warsaw University Telescope,
OGLE 2005-BLG-390L b,,5.50000,,0.01700,6600.00,2005,1.3 m Warsaw University Telescope,50
OGLE 2005-BLG-71L b,,1207.70000,,3.80000,3200.00,2005,1.3 m Warsaw University Telescope,55
OGLE 2006-BLG-109L b,,231.00000,,0.73000,1510.00,2008,1.3 m Warsaw University Telescope,
OGLE 2006-BLG-109L c,,86.00000,,0.27000,1510.00,2008,1.3 m Warsaw University Telescope,
OGLE 2007-BLG-368L b,,20.00000,,0.06000,5900.00,2009,1.3 m Warsaw University Telescope,
OGLE 2008-BLG-355L b,,1462.00000,,4.60000,6800.00,2014,1.3 m Warsaw University Telescope,
OGLE 2008-BLG-92L b,,56.60000,,0.18000,8100.00,2014,1.3 m Warsaw University Telescope,
OGLE 2011-BLG-251L b,,168.44000,,0.53000,2570.00,2012,1.3 m Warsaw University Telescope,
OGLE 2011-BLG-265L b,,279.68000,,0.88000,4380.00,2015,1.3 m Warsaw University Telescope,
OGLE 2012-BLG-0563L b,,123.00000,,0.39000,1300.00,2015,1.3 m Warsaw University Telescope,
OGLE 2012-BLG-26L b,,34.96000,,0.11000,4080.00,2012,1.3 m Warsaw University Telescope,
OGLE 2012-BLG-26L c,,216.12000,,0.68000,4080.00,2012,1.3 m Warsaw University Telescope,
OGLE 2012-BLG-358L b,,587.96000,,1.85000,1760.00,2013,1.3 m Warsaw University Telescope,
OGLE 2012-BLG-406L b,,867.64000,,2.73000,4970.00,2013,1.3 m Warsaw University Telescope,
OGLE 2013-BLG-0723L B b,,0.69000,,0.00217,490.00,2015,1.3 m Warsaw University Telescope,
OGLE 2013-BLG-102L b,,3994.48600,,12.56900,3040.00,2014,1.3 m Warsaw University Telescope,
OGLE 2013-BLG-341L B b,,2.32000,,0.00730,1161.00,2014,1.3 m Warsaw University Telescope,
OGLE 2014-BLG-124L b,,162.09000,,0.51000,4100.00,2015,1.3 m Warsaw University Telescope,
OGLE-TR-056 b,15.278,441.77000,1.363,1.39000,,2002,1.3 m Warsaw University Telescope,2212
OGLE-TR-10 b,14.011,197.04600,1.250,0.62000,,2004,1.3 m Warsaw University Telescope,
OGLE-TR-111 b,11.781,174.79900,1.051,0.55000,,2004,1.3 m Warsaw University Telescope,
OGLE-TR-113 b,12.251,400.44900,1.093,1.26000,600.00,2004,1.3 m Warsaw University Telescope,
OGLE-TR-132 b,13.450,375.02000,1.200,1.18000,2500.00,2004,1.3 m Warsaw University Telescope,2013
OGLE-TR-182 b,12.666,320.99500,1.130,1.01000,,2007,1.3 m Warsaw University Telescope,
OGLE-TR-211 b,15.244,327.35100,1.360,1.03000,,2007,1.3 m Warsaw University Telescope,
OGLE2-TR-L9 b,18.046,1430.17500,1.610,4.50000,,2008,1.3 m Warsaw University Telescope,
Oph 11 b,,6674.15000,,21.00000,,2006,8.19 m Gemini North Telescope,
