pl_hostname,pl_name,pl_rade,pl_radj,pl_massj,pl_masse,pl_dens,pl_eqt,pl_telescope,pl_facility,pl_disc,pl_discmethod,pl_pnum,pl_orbper,st_dist,st_optmag,st_teff,st_mass,st_rad,hip_name,hd_name,st_age,ra,dec,pl_pelink,pl_edelink,rowupdate
Kepler-373,Kepler-373 b,1.360,0.121,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.53530900,,14.514,5787.00,0.87,0.84,,,,289.387993,50.597050,http://exoplanet.eu/catalog/kepler-373_b/,http://exoplanets.org/detail/Kepler-373_b,2014-05-14
Kepler-373,Kepler-373 c,1.240,0.111,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,16.72594800,,14.514,5787.00,0.87,0.84,,,,289.387993,50.597050,http://exoplanet.eu/catalog/kepler-373_c/,http://exoplanets.org/detail/Kepler-373_c,2014-05-14
Kepler-374,Kepler-374 b,1.030,0.092,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,1.89780600,,14.686,5977.00,0.84,0.91,,,,294.137930,42.370502,http://exoplanet.eu/catalog/kepler-374_b/,http://exoplanets.org/detail/Kepler-374_b,2014-05-14
Kepler-374,Kepler-374 c,1.100,0.098,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,3.28280700,,14.686,5977.00,0.84,0.91,,,,294.137930,42.370502,http://exoplanet.eu/catalog/kepler-374_c/,http://exoplanets.org/detail/Kepler-374_c,2014-05-14
Kepler-374,Kepler-374 d,1.310,0.117,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,5.02821900,,14.686,5977.00,0.84,0.91,,,,294.137930,42.370502,http://exoplanet.eu/catalog/kepler-374_d/,http://exoplanets.org/detail/Kepler-374_d,2014-05-14
Kepler-375,Kepler-375 b,1.450,0.129,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,12.12593400,,15.699,5826.00,0.89,0.84,,,,288.617907,48.098416,http://exoplanet.eu/catalog/kepler-375_b/,http://exoplanets.org/detail/Kepler-375_b,2014-05-14
Kepler-375,Kepler-375 c,2.650,0.236,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,19.98632600,,15.699,5826.00,0.89,0.84,,,,288.617907,48.098416,http://exoplanet.eu/catalog/kepler-375_c/,http://exoplanets.org/detail/Kepler-375_c,2014-05-14
Kepler-376,Kepler-376 b,1.070,0.095,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,4.92019900,,13.776,5900.00,1.05,1.18,,,,291.607165,38.410386,http://exoplanet.eu/catalog/kepler-376_b/,http://exoplanets.org/detail/Kepler-376_b,2014-05-14
Kepler-376,Kepler-376 c,1.790,0.160,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,14.17232700,,13.776,5900.00,1.05,1.18,,,,291.607165,38.410386,http://exoplanet.eu/catalog/kepler-376_c/,http://exoplanets.org/detail/Kepler-376_c,2014-05-14
Kepler-377,Kepler-377 b,1.390,0.124,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,12.50952900,,13.860,5949.00,0.88,1.22,,,,295.422002,38.735691,http://exoplanet.eu/catalog/kepler-377_b/,http://exoplanets.org/detail/Kepler-377_b,2014-05-14
Kepler-377,Kepler-377 c,2.060,0.184,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,27.01497600,,13.860,5949.00,0.88,1.22,,,,295.422002,38.735691,http://exoplanet.eu/catalog/kepler-377_c/,http://exoplanets.org/detail/Kepler-377_c,2014-05-14
Kepler-378,Kepler-378 b,0.750,0.067,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,16.09236100,,12.485,4661.00,0.96,0.67,,,,294.948588,46.438641,http://exoplanet.eu/catalog/kepler-378_b/,http://exoplanets.org/detail/Kepler-378_b,2014-05-14
Kepler-378,Kepler-378 c,0.700,0.062,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,28.90600900,,12.485,4661.00,0.96,0.67,,,,294.948588,46.438641,http://exoplanet.eu/catalog/kepler-378_c/,http://exoplanets.org/detail/Kepler-378_c,2014-05-14
Kepler-379,Kepler-379 b,1.660,0.148,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,20.09838000,,13.358,6054.00,1.08,1.31,,,,295.701103,38.945831,http://exoplanet.eu/catalog/kepler-379_b/,http://exoplanets.org/detail/Kepler-379_b,2014-05-14
Kepler-379,Kepler-379 c,2.290,0.204,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,62.78469700,,13.358,6054.00,1.08,1.31,,,,295.701103,38.945831,http://exoplanet.eu/catalog/kepler-379_c/,http://exoplanets.org/detail/Kepler-379_c,2014-05-14
Kepler-38,Kepler-38 b,4.300,0.384,0.38400,122.00000,,475,0.95 m Kepler Telescope,Kepler,2012,Transit,1,105.59900000,600.00,13.941,5623.00,0.94,1.75,,,10.000,286.830353,42.279205,http://exoplanet.eu/catalog/kepler-38(ab)_b/,http://exoplanets.org/detail/Kepler-38_b,2014-05-14
Kepler-380,Kepler-380 b,1.190,0.106,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,3.93082100,,13.652,6045.00,1.05,1.22,,,,282.394616,48.759140,http://exoplanet.eu/catalog/kepler-380_b/,http://exoplanets.org/detail/Kepler-380_b,2014-05-14
Kepler-380,Kepler-380 c,1.270,0.113,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,7.63000400,,13.652,6045.00,1.05,1.22,,,,282.394616,48.759140,http://exoplanet.eu/catalog/kepler-380_c/,http://exoplanets.org/detail/Kepler-380_c,2014-05-14
Kepler-381,Kepler-381 b,0.990,0.088,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.62902100,,10.421,6152.00,1.34,1.57,,,,285.182787,43.831089,http://exoplanet.eu/catalog/kepler-381_b/,http://exoplanets.org/detail/Kepler-381_b,2014-05-14
Kepler-381,Kepler-381 c,1.120,0.100,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,13.39163500,,10.421,6152.00,1.34,1.57,,,,285.182787,43.831089,http://exoplanet.eu/catalog/kepler-381_c/,http://exoplanets.org/detail/Kepler-381_c,2014-05-14
Kepler-382,Kepler-382 b,1.320,0.118,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.26215500,,14.623,5600.00,0.80,0.94,,,,299.136166,45.869934,http://exoplanet.eu/catalog/kepler-382_b/,http://exoplanets.org/detail/Kepler-382_b,2014-05-14
Kepler-382,Kepler-382 c,1.590,0.142,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,12.16270100,,14.623,5600.00,0.80,0.94,,,,299.136166,45.869934,http://exoplanet.eu/catalog/kepler-382_c/,http://exoplanets.org/detail/Kepler-382_c,2014-05-14
Kepler-383,Kepler-383 b,1.320,0.118,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,12.90453200,,15.070,4710.00,0.67,0.67,,,,291.342584,38.363134,http://exoplanet.eu/catalog/kepler-383_b/,http://exoplanets.org/detail/Kepler-383_b,2014-05-14
Kepler-383,Kepler-383 c,1.240,0.111,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,31.20075100,,15.070,4710.00,0.67,0.67,,,,291.342584,38.363134,http://exoplanet.eu/catalog/kepler-383_c/,http://exoplanets.org/detail/Kepler-383_c,2014-05-14
Kepler-384,Kepler-384 b,1.120,0.100,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,22.59705300,,13.584,5577.00,0.76,0.88,,,,286.026112,44.782871,http://exoplanet.eu/catalog/kepler-384_b/,http://exoplanets.org/detail/Kepler-384_b,2014-05-14
Kepler-384,Kepler-384 c,1.130,0.101,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,45.34826900,,13.584,5577.00,0.76,0.88,,,,286.026112,44.782871,http://exoplanet.eu/catalog/kepler-384_c/,http://exoplanets.org/detail/Kepler-384_c,2014-05-14
Kepler-385,Kepler-385 b,2.730,0.244,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,10.04368600,,15.212,6326.00,1.09,1.13,,,,294.338483,50.336544,http://exoplanet.eu/catalog/kepler-385_b/,http://exoplanets.org/detail/Kepler-385_b,2014-05-14
Kepler-385,Kepler-385 c,3.040,0.271,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,15.16316100,,15.212,6326.00,1.09,1.13,,,,294.338483,50.336544,http://exoplanet.eu/catalog/kepler-385_c/,http://exoplanets.org/detail/Kepler-385_c,2014-05-14
Kepler-386,Kepler-386 b,1.390,0.124,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,12.31043000,,15.629,5178.00,0.74,0.77,,,,289.858871,48.693855,http://exoplanet.eu/catalog/kepler-386_b/,http://exoplanets.org/detail/Kepler-386_b,2014-05-14
Kepler-386,Kepler-386 c,1.580,0.141,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,25.19345800,,15.629,5178.00,0.74,0.77,,,,289.858871,48.693855,http://exoplanet.eu/catalog/kepler-386_c/,http://exoplanets.org/detail/Kepler-386_c,2014-05-14
Kepler-387,Kepler-387 b,1.030,0.092,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,6.79163600,,13.987,5774.00,1.03,1.05,,,,287.798184,45.656715,http://exoplanet.eu/catalog/kepler-387_b/,http://exoplanets.org/detail/Kepler-387_b,2014-05-14
Kepler-387,Kepler-387 c,0.890,0.079,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,11.83754900,,13.987,5774.00,1.03,1.05,,,,287.798184,45.656715,http://exoplanet.eu/catalog/kepler-387_c/,http://exoplanets.org/detail/Kepler-387_c,2014-05-14
Kepler-388,Kepler-388 b,0.810,0.072,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,3.17331500,,14.993,4498.00,0.59,0.59,,,,284.828038,44.608730,http://exoplanet.eu/catalog/kepler-388_b/,http://exoplanets.org/detail/Kepler-388_b,2014-05-14
Kepler-388,Kepler-388 c,0.860,0.077,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,13.29700400,,14.993,4498.00,0.59,0.59,,,,284.828038,44.608730,http://exoplanet.eu/catalog/kepler-388_c/,http://exoplanets.org/detail/Kepler-388_c,2014-05-14
Kepler-389,Kepler-389 b,1.510,0.135,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,3.24410700,,15.770,5376.00,0.78,0.79,,,,291.960005,44.900024,http://exoplanet.eu/catalog/kepler-389_b/,http://exoplanets.org/detail/Kepler-389_b,2014-05-14
Kepler-389,Kepler-389 c,1.460,0.130,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,14.51143000,,15.770,5376.00,0.78,0.79,,,,291.960005,44.900024,http://exoplanet.eu/catalog/kepler-389_c/,http://exoplanets.org/detail/Kepler-389_c,2014-05-14
Kepler-39,Kepler-39 b,13.900,1.240,20.10000,6388.10000,13.00000,897,0.95 m Kepler Telescope,Kepler,2011,Transit,1,21.08721000,1200.00,14.460,6350.00,1.29,1.40,,,2.100,296.960265,46.034298,http://exoplanet.eu/catalog/kepler-39_b/,http://exoplanets.org/detail/Kepler-39_b,2015-01-29
Kepler-390,Kepler-390 b,0.820,0.073,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,6.73808800,,13.942,5166.00,0.67,0.78,,,,291.628777,41.208603,http://exoplanet.eu/catalog/kepler-390_b/,http://exoplanets.org/detail/Kepler-390_b,2014-05-14
Kepler-390,Kepler-390 c,0.790,0.070,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,13.06002200,,13.942,5166.00,0.67,0.78,,,,291.628777,41.208603,http://exoplanet.eu/catalog/kepler-390_c/,http://exoplanets.org/detail/Kepler-390_c,2014-05-14
Kepler-391,Kepler-391 b,3.200,0.285,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,7.41675500,,13.007,4940.00,1.22,3.57,,,,290.621815,51.057304,http://exoplanet.eu/catalog/kepler-391_b/,http://exoplanets.org/detail/Kepler-391_b,2014-05-14
Kepler-391,Kepler-391 c,3.540,0.316,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,20.48543500,,13.007,4940.00,1.22,3.57,,,,290.621815,51.057304,http://exoplanet.eu/catalog/kepler-391_c/,http://exoplanets.org/detail/Kepler-391_c,2014-05-14
Kepler-392,Kepler-392 b,1.000,0.089,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.34185300,,13.455,5938.00,1.13,1.13,,,,288.660765,43.368084,http://exoplanet.eu/catalog/kepler-392_b/,http://exoplanets.org/detail/Kepler-392_b,2014-05-14
Kepler-392,Kepler-392 c,1.100,0.098,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,10.42311800,,13.455,5938.00,1.13,1.13,,,,288.660765,43.368084,http://exoplanet.eu/catalog/kepler-392_c/,http://exoplanets.org/detail/Kepler-392_c,2014-05-14
Kepler-393,Kepler-393 b,1.290,0.115,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,9.18241700,,13.223,6189.00,1.32,1.38,,,,290.995257,45.192215,http://exoplanet.eu/catalog/kepler-393_b/,http://exoplanets.org/detail/Kepler-393_b,2014-05-14
Kepler-393,Kepler-393 c,1.330,0.119,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,14.61361200,,13.223,6189.00,1.32,1.38,,,,290.995257,45.192215,http://exoplanet.eu/catalog/kepler-393_c/,http://exoplanets.org/detail/Kepler-393_c,2014-05-14
Kepler-394,Kepler-394 b,1.600,0.143,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,8.00501300,,14.790,6402.00,1.11,1.13,,,,296.301953,50.672318,http://exoplanet.eu/catalog/kepler-394_b/,http://exoplanets.org/detail/Kepler-394_b,2014-05-14
Kepler-394,Kepler-394 c,1.660,0.148,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,12.13068600,,14.790,6402.00,1.11,1.13,,,,296.301953,50.672318,http://exoplanet.eu/catalog/kepler-394_c/,http://exoplanets.org/detail/Kepler-394_c,2014-05-14
Kepler-395,Kepler-395 b,1.030,0.092,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,7.05434600,,15.987,4262.00,0.53,0.56,,,,293.511099,45.136598,http://exoplanet.eu/catalog/kepler-395_b/,http://exoplanets.org/detail/Kepler-395_b,2014-05-14
Kepler-395,Kepler-395 c,1.320,0.118,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,34.98926200,,15.987,4262.00,0.53,0.56,,,,293.511099,45.136598,http://exoplanet.eu/catalog/kepler-395_c/,http://exoplanets.org/detail/Kepler-395_c,2014-05-14
Kepler-396,Kepler-396 b,3.500,0.312,0.23800,75.50000,,,0.95 m Kepler Telescope,Kepler,2013,Transit,2,42.99400000,,11.921,5384.00,0.85,1.06,,,,296.132818,48.977402,http://exoplanet.eu/catalog/kepler-396_b/,,2014-05-14
Kepler-396,Kepler-396 c,5.300,0.473,0.05600,17.90000,,,0.95 m Kepler Telescope,Kepler,2013,Transit,2,88.50500000,,11.921,5384.00,0.85,1.06,,,,296.132818,48.977402,http://exoplanet.eu/catalog/kepler-396_c/,,2014-05-14
Kepler-397,Kepler-397 b,2.460,0.219,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,22.25094900,,15.996,5307.00,,0.77,,,,295.894109,42.380451,http://exoplanet.eu/catalog/kepler-397_b/,http://exoplanets.org/detail/Kepler-397_b,2014-05-14
Kepler-397,Kepler-397 c,6.180,0.551,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,135.49852700,,15.996,5307.00,,0.77,,,,295.894109,42.380451,http://exoplanet.eu/catalog/kepler-397_c/,http://exoplanets.org/detail/Kepler-397_c,2014-05-14
Kepler-398,Kepler-398 b,0.930,0.083,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,4.08142300,,13.256,4493.00,,0.61,,,,291.468662,40.343853,http://exoplanet.eu/catalog/kepler-398_b/,http://exoplanets.org/detail/Kepler-398_b,2014-05-14
Kepler-398,Kepler-398 c,1.010,0.090,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,11.41941200,,13.256,4493.00,,0.61,,,,291.468662,40.343853,http://exoplanet.eu/catalog/kepler-398_c/,http://exoplanets.org/detail/Kepler-398_c,2014-05-14
Kepler-399,Kepler-399 b,0.960,0.086,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,14.42528100,,14.467,5502.00,,0.68,,,,299.501738,40.670806,http://exoplanet.eu/catalog/kepler-399_b/,http://exoplanets.org/detail/Kepler-399_b,2014-05-14
Kepler-399,Kepler-399 c,1.430,0.128,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,26.67569000,,14.467,5502.00,,0.68,,,,299.501738,40.670806,http://exoplanet.eu/catalog/kepler-399_c/,http://exoplanets.org/detail/Kepler-399_c,2014-05-14
Kepler-399,Kepler-399 d,1.890,0.169,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,58.03461600,,14.467,5502.00,,0.68,,,,299.501738,40.670806,http://exoplanet.eu/catalog/kepler-399_d/,http://exoplanets.org/detail/Kepler-399_d,2014-05-14
Kepler-4,Kepler-4 b,4.002,0.357,0.07700,24.47200,1.91000,1650,0.95 m Kepler Telescope,Kepler,2009,Transit,1,3.21346000,550.00,12.700,5857.00,1.22,1.49,,,4.500,285.615322,50.135754,http://exoplanet.eu/catalog/kepler-4_b/,http://exoplanets.org/detail/Kepler-4_b,2014-05-14
Kepler-40,Kepler-40 b,13.110,1.170,2.20000,699.20000,1.68000,1620,0.95 m Kepler Telescope,Kepler,2010,Transit,1,6.87349000,2700.00,14.588,6510.00,1.48,2.13,,,2.800,296.813690,47.526608,http://exoplanet.eu/catalog/kepler-40_b/,http://exoplanets.org/detail/Kepler-40_b,2014-05-14
Kepler-400,Kepler-400 b,1.650,0.147,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,9.02438900,,13.642,5886.00,,1.15,,,,290.944481,40.480035,http://exoplanet.eu/catalog/kepler-400_b/,http://exoplanets.org/detail/Kepler-400_b,2014-05-14
Kepler-400,Kepler-400 c,1.490,0.133,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,17.34082400,,13.642,5886.00,,1.15,,,,290.944481,40.480035,http://exoplanet.eu/catalog/kepler-400_c/,http://exoplanets.org/detail/Kepler-400_c,2014-05-14
Kepler-401,Kepler-401 b,1.710,0.153,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,14.38303500,,13.312,6117.00,,1.33,,,,290.082749,50.863483,http://exoplanet.eu/catalog/kepler-401_b/,http://exoplanets.org/detail/Kepler-401_b,2014-05-14
Kepler-401,Kepler-401 c,2.150,0.192,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,47.31821800,,13.312,6117.00,,1.33,,,,290.082749,50.863483,http://exoplanet.eu/catalog/kepler-401_c/,http://exoplanets.org/detail/Kepler-401_c,2014-05-14
Kepler-402,Kepler-402 b,1.220,0.109,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,4.02875100,,13.268,6090.00,,1.26,,,,288.370225,43.354610,http://exoplanet.eu/catalog/kepler-402_b/,http://exoplanets.org/detail/Kepler-402_b,2014-05-14
Kepler-402,Kepler-402 c,1.560,0.139,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,6.12482100,,13.268,6090.00,,1.26,,,,288.370225,43.354610,http://exoplanet.eu/catalog/kepler-402_c/,http://exoplanets.org/detail/Kepler-402_c,2014-05-14
Kepler-402,Kepler-402 d,1.380,0.123,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,8.92109900,,13.268,6090.00,,1.26,,,,288.370225,43.354610,http://exoplanet.eu/catalog/kepler-402_d/,http://exoplanets.org/detail/Kepler-402_d,2014-05-14
Kepler-402,Kepler-402 e,1.460,0.130,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,11.24286100,,13.268,6090.00,,1.26,,,,288.370225,43.354610,http://exoplanet.eu/catalog/kepler-402_e/,http://exoplanets.org/detail/Kepler-402_e,2014-05-14
Kepler-403,Kepler-403 b,1.250,0.112,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,7.03146200,,12.805,6090.00,,1.33,,,,289.921461,46.744560,http://exoplanet.eu/catalog/kepler-403_b/,http://exoplanets.org/detail/Kepler-403_b,2014-05-14
Kepler-403,Kepler-403 c,1.750,0.156,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,54.28074900,,12.805,6090.00,,1.33,,,,289.921461,46.744560,http://exoplanet.eu/catalog/kepler-403_c/,http://exoplanets.org/detail/Kepler-403_c,2014-05-14
Kepler-404,Kepler-404 b,1.270,0.113,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,11.82985100,,15.228,5654.00,,0.88,,,,286.398631,45.343533,http://exoplanet.eu/catalog/kepler-404_b/,http://exoplanets.org/detail/Kepler-404_b,2014-05-14
Kepler-404,Kepler-404 c,1.720,0.153,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,14.75116600,,15.228,5654.00,,0.88,,,,286.398631,45.343533,http://exoplanet.eu/catalog/kepler-404_c/,http://exoplanets.org/detail/Kepler-404_c,2014-05-14
Kepler-405,Kepler-405 b,2.080,0.186,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,10.61383900,,15.855,5818.00,,0.89,,,,291.409458,38.340030,http://exoplanet.eu/catalog/kepler-405_b/,http://exoplanets.org/detail/Kepler-405_b,2014-05-14
Kepler-405,Kepler-405 c,4.660,0.416,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,29.72668200,,15.855,5818.00,,0.89,,,,291.409458,38.340030,http://exoplanet.eu/catalog/kepler-405_c/,http://exoplanets.org/detail/Kepler-405_c,2014-05-14
Kepler-406,Kepler-406 b,1.430,0.128,0.02000,6.35000,11.82000,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,2.42629000,,12.520,5538.00,1.07,1.07,,,5.840,291.848044,44.968224,,,2014-05-14
Kepler-406,Kepler-406 c,0.850,0.076,0.00900,2.71000,24.39000,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,4.62332000,,12.520,5538.00,1.07,1.07,,,5.840,291.848044,44.968224,,,2014-05-14
Kepler-407,Kepler-407 b,1.070,0.095,0.00020,0.06000,0.29000,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,0.66931000,,12.521,5476.00,1.00,1.01,,,7.470,286.036347,49.614506,,,2014-05-14
Kepler-407,Kepler-407 c,,,12.60000,4000.00000,,,0.95 m Kepler Telescope,Kepler,2014,Radial Velocity,2,3000.00000000,,12.521,5476.00,1.00,1.01,,,7.470,286.036347,49.614506,,,2014-05-14
Kepler-408,Kepler-408 b,0.820,0.073,0.00200,0.48000,4.42000,,0.95 m Kepler Telescope,Kepler,2014,Transit,1,2.46502000,,8.769,6104.00,1.08,1.23,,,6.680,284.786175,48.423233,,,2014-05-14
Kepler-409,Kepler-409 b,1.190,0.106,0.00800,2.69000,8.88000,,0.95 m Kepler Telescope,Kepler,2014,Transit,1,68.95840000,,9.439,5460.00,0.92,0.89,,,6.800,293.679190,46.852764,,,2014-05-14
Kepler-41,Kepler-41 b,11.657,1.040,0.56000,177.98480,0.70000,1770,0.95 m Kepler Telescope,Kepler,2011,Transit,1,1.85555770,770.00,14.465,5620.00,1.12,1.02,,,,294.513229,45.981644,http://exoplanet.eu/catalog/kepler-41__b/,http://exoplanets.org/detail/Kepler-41_b,2015-10-15
Kepler-410 A,Kepler-410 A b,2.838,0.253,,,,,0.95 m Kepler Telescope,Kepler,2013,Transit,1,17.83364800,132.00,9.364,6273.00,1.21,1.35,,,2.760,283.150698,45.139832,,,2014-05-14
Kepler-411,Kepler-411 b,1.880,0.168,,,,1040,0.95 m Kepler Telescope,Kepler,2013,Transit,1,3.00516000,,12.231,4974.00,0.83,0.79,,,,287.605582,49.523262,,,2014-05-14
Kepler-412,Kepler-412 b,15.031,1.341,0.94100,299.07803,0.52000,1850,0.95 m Kepler Telescope,Kepler,2014,Transit,1,1.72086040,1056.00,13.730,5750.00,1.17,1.29,,,,286.110327,43.680958,http://exoplanet.eu/catalog/kepler-412_b/,http://exoplanets.org/detail/Kepler-412_b,2015-10-15
Kepler-413,Kepler-413 b,4.347,0.388,0.21100,67.00000,3.20000,,0.95 m Kepler Telescope,Kepler,2014,Transit,1,66.26200000,,15.520,4700.00,0.82,0.78,,,,288.510620,51.162472,,,2014-05-14
Kepler-414,Kepler-414 b,1.710,0.153,0.01100,3.50000,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,4.70000000,,13.338,,0.89,0.95,,,,297.961566,48.244362,,,2014-05-28
Kepler-414,Kepler-414 c,3.010,0.269,0.09400,29.90000,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,7.17100000,,13.338,,0.89,0.95,,,,297.961566,48.244362,,,2014-05-28
Kepler-415,Kepler-415 b,1.210,0.108,0.37700,119.90000,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,4.17600000,,15.842,,0.67,0.64,,,,293.804434,38.639131,,,2014-05-28
Kepler-415,Kepler-415 c,,,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,8.70800000,,15.842,,0.67,0.64,,,,293.804434,38.639131,,,2014-05-28
Kepler-416,Kepler-416 b,2.480,0.221,0.18300,58.20000,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,6.31900000,,14.028,,1.00,1.07,,,,291.556965,39.227287,,,2014-05-28
Kepler-416,Kepler-416 c,,,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,12.20900000,,14.028,,1.00,1.07,,,,291.556965,39.227287,,,2014-05-28
Kepler-417,Kepler-417 b,2.310,0.206,0.03500,11.00000,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,12.33100000,,15.886,,0.90,0.81,,,,293.824314,42.779705,,,2014-05-28
Kepler-417,Kepler-417 c,,,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,15.94300000,,15.886,,0.90,0.81,,,,293.824314,42.779705,,,2014-05-28
Kepler-418,Kepler-418 b,13.450,1.200,1.10000,349.60000,,,0.95 m Kepler Telescope,Kepler,2014,Transit,1,86.67856000,,14.696,5820.00,0.98,1.09,,,7.000,294.433512,38.355450,,,2014-05-28
Kepler-419,Kepler-419 b,10.800,0.960,2.50000,794.50000,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,69.75460000,,13.005,6430.00,1.39,1.74,,,,295.417899,51.184765,,,2014-06-25
Kepler-419,Kepler-419 c,,,7.30000,2320.10000,,,0.95 m Kepler Telescope,Kepler,2014,Transit Timing Variations,2,675.47000000,,13.005,6430.00,1.39,1.74,,,,295.417899,51.184765,,,2014-06-25
Kepler-42,Kepler-42 b,0.780,0.070,,,,519,0.95 m Kepler Telescope,Kepler,2011,Transit,3,1.21376720,38.70,16.124,3068.00,0.13,0.17,,,4.500,292.219033,44.619160,http://exoplanet.eu/catalog/kepler-42_b/,http://exoplanets.org/detail/Kepler-42_b,2014-05-14
Kepler-42,Kepler-42 c,0.730,0.065,,,,720,0.95 m Kepler Telescope,Kepler,2011,Transit,3,0.45328509,38.70,16.124,3068.00,0.13,0.17,,,4.500,292.219033,44.619160,http://exoplanet.eu/catalog/kepler-42_c/,http://exoplanets.org/detail/Kepler-42_c,2014-05-14
Kepler-42,Kepler-42 d,0.570,0.051,,,,450,0.95 m Kepler Telescope,Kepler,2011,Transit,3,1.86516900,38.70,16.124,3068.00,0.13,0.17,,,4.500,292.219033,44.619160,http://exoplanet.eu/catalog/kepler-42_d/,http://exoplanets.org/detail/Kepler-42_d,2014-05-14
